,constituency,count,candidate_id,candidate,incumbent,party,votes,status,seats,quota,tvp,spoilt,turnout,electorate
,Leitir Mór,1,mide nic fhionnlaoich,Míde Nic Fhionnlaoich,FALSE,SD,58,running,1,22607,439,0,439,1158
,Leitir Mór,1,orla nugent,Orla Nugent,FALSE,AON,8,running,1,22607,439,0,439,1158
,Leitir Mór,1,helen ogbu,Helen Ogbu,FALSE,LAB,4,running,1,22607,439,0,439,1158
,Leitir Mór,1,john oleary,John O'Leary,FALSE,IND,0,running,1,22607,439,0,439,1158
,Leitir Mór,1,denman rooke,Denman Rooke,FALSE,PBPS,1,running,1,22607,439,0,439,1158
,Leitir Mór,1,michael ryan,Michael Ryan,FALSE,IND,3,running,1,22607,439,0,439,1158
,Leitir Mór,1,noel thomas,Noel Thomas,FALSE,INDIRL,208,running,1,22607,439,0,439,1158
,Leitir Mór,1,thomas welby,Thomas Welby,FALSE,IND,4,running,1,22607,439,0,439,1158
TRUE,Letterfore,1,neill bairead,Néill Bairéad,FALSE,IND,0,running,1,22607,381,0,381,656
,Letterfore,1,aj cahill,A.J. Cahill,FALSE,IPP,5,running,1,22607,381,0,381,656
,Letterfore,1,mike cubbard,Mike Cubbard,FALSE,IND,2,running,1,22607,381,0,381,656
,Letterfore,1,patrick feeney,Patrick Feeney,FALSE,IND,0,running,1,22607,381,0,381,656
,Letterfore,1,sheila garrity,Sheila Garrity,FALSE,IND,2,running,1,22607,381,0,381,656
,Letterfore,1,cillian keane,Cillian Keane,FALSE,FF,3,running,1,22607,381,0,381,656
,Letterfore,1,sean kyne,Seán Kyne,FALSE,FG,67,running,1,22607,381,0,381,656
,Letterfore,1,mark lohan,Mark Lohan,FALSE,SF,6,running,1,22607,381,0,381,656
,Letterfore,1,niall murphy,Niall Murphy,FALSE,GP,3,running,1,22607,381,0,381,656
,Letterfore,1,mide nic fhionnlaoich,Míde Nic Fhionnlaoich,FALSE,SD,6,running,1,22607,381,0,381,656
,Letterfore,1,orla nugent,Orla Nugent,FALSE,AON,3,running,1,22607,381,0,381,656
,Letterfore,1,helen ogbu,Helen Ogbu,FALSE,LAB,19,running,1,22607,381,0,381,656
,Letterfore,1,john oleary,John O'Leary,FALSE,IND,0,running,1,22607,381,0,381,656
,Letterfore,1,denman rooke,Denman Rooke,FALSE,PBPS,2,running,1,22607,381,0,381,656
,Letterfore,1,michael ryan,Michael Ryan,FALSE,IND,1,running,1,22607,381,0,381,656
,Letterfore,1,noel thomas,Noel Thomas,FALSE,INDIRL,135,running,1,22607,381,0,381,656
,Letterfore,1,thomas welby,Thomas Welby,FALSE,IND,127,running,1,22607,381,0,381,656
TRUE,Liscananaun,1,neill bairead,Néill Bairéad,FALSE,IND,1,running,1,22607,544,0,544,1292
,Liscananaun,1,aj cahill,A.J. Cahill,FALSE,IPP,6,running,1,22607,544,0,544,1292
,Liscananaun,1,mike cubbard,Mike Cubbard,FALSE,IND,42,running,1,22607,544,0,544,1292
,Liscananaun,1,patrick feeney,Patrick Feeney,FALSE,IND,0,running,1,22607,544,0,544,1292
,Liscananaun,1,sheila garrity,Sheila Garrity,FALSE,IND,15,running,1,22607,544,0,544,1292
,Liscananaun,1,cillian keane,Cillian Keane,FALSE,FF,77,running,1,22607,544,0,544,1292
,Liscananaun,1,sean kyne,Seán Kyne,FALSE,FG,89,running,1,22607,544,0,544,1292
,Liscananaun,1,mark lohan,Mark Lohan,FALSE,SF,46,running,1,22607,544,0,544,1292
,Liscananaun,1,niall murphy,Niall Murphy,FALSE,GP,7,running,1,22607,544,0,544,1292
,Liscananaun,1,mide nic fhionnlaoich,Míde Nic Fhionnlaoich,FALSE,SD,17,running,1,22607,544,0,544,1292
,Liscananaun,1,orla nugent,Orla Nugent,FALSE,AON,4,running,1,22607,544,0,544,1292
,Liscananaun,1,helen ogbu,Helen Ogbu,FALSE,LAB,44,running,1,22607,544,0,544,1292
,Liscananaun,1,john oleary,John O'Leary,FALSE,IND,0,running,1,22607,544,0,544,1292
,Liscananaun,1,denman rooke,Denman Rooke,FALSE,PBPS,5,running,1,22607,544,0,544,1292
,Liscananaun,1,michael ryan,Michael Ryan,FALSE,IND,3,running,1,22607,544,0,544,1292
,Liscananaun,1,noel thomas,Noel Thomas,FALSE,INDIRL,161,running,1,22607,544,0,544,1292
,Liscananaun,1,thomas welby,Thomas Welby,FALSE,IND,27,running,1,22607,544,0,544,1292
TRUE,Lisín an Bhealaigh,1,neill bairead,Néill Bairéad,FALSE,IND,0,running,1,22607,355,0,355,1075
,Lisín an Bhealaigh,1,aj cahill,A.J. Cahill,FALSE,IPP,12,running,1,22607,355,0,355,1075
,Lisín an Bhealaigh,1,mike cubbard,Mike Cubbard,FALSE,IND,24,running,1,22607,355,0,355,1075
,Lisín an Bhealaigh,1,patrick feeney,Patrick Feeney,FALSE,IND,0,running,1,22607,355,0,355,1075
,Lisín an Bhealaigh,1,sheila garrity,Sheila Garrity,FALSE,IND,5,running,1,22607,355,0,355,1075
,Lisín an Bhealaigh,1,cillian keane,Cillian Keane,FALSE,FF,56,running,1,22607,355,0,355,1075
,Lisín an Bhealaigh,1,sean kyne,Seán Kyne,FALSE,FG,57,running,1,22607,355,0,355,1075
,Lisín an Bhealaigh,1,mark lohan,Mark Lohan,FALSE,SF,35,running,1,22607,355,0,355,1075
,Lisín an Bhealaigh,1,niall murphy,Niall Murphy,FALSE,GP,1,running,1,22607,355,0,355,1075
,Lisín an Bhealaigh,1,mide nic fhionnlaoich,Míde Nic Fhionnlaoich,FALSE,SD,9,running,1,22607,355,0,355,1075
,Lisín an Bhealaigh,1,orla nugent,Orla Nugent,FALSE,AON,2,running,1,22607,355,0,355,1075
,Lisín an Bhealaigh,1,helen ogbu,Helen Ogbu,FALSE,LAB,12,running,1,22607,355,0,355,1075
,Lisín an Bhealaigh,1,john oleary,John O'Leary,FALSE,IND,0,running,1,22607,355,0,355,1075
,Lisín an Bhealaigh,1,denman rooke,Denman Rooke,FALSE,PBPS,0,running,1,22607,355,0,355,1075
,Lisín an Bhealaigh,1,michael ryan,Michael Ryan,FALSE,IND,1,running,1,22607,355,0,355,1075
,Lisín an Bhealaigh,1,noel thomas,Noel Thomas,FALSE,INDIRL,122,running,1,22607,355,0,355,1075
,Lisín an Bhealaigh,1,thomas welby,Thomas Welby,FALSE,IND,19,running,1,22607,355,0,355,1075
TRUE,Lough Atalia,1,neill bairead,Néill Bairéad,FALSE,IND,3,running,1,22607,495,0,495,1674
,Lough Atalia,1,aj cahill,A.J. Cahill,FALSE,IPP,16,running,1,22607,495,0,495,1674
,Lough Atalia,1,mike cubbard,Mike Cubbard,FALSE,IND,47,running,1,22607,495,0,495,1674
,Lough Atalia,1,patrick feeney,Patrick Feeney,FALSE,IND,0,running,1,22607,495,0,495,1674
,Lough Atalia,1,sheila garrity,Sheila Garrity,FALSE,IND,13,running,1,22607,495,0,495,1674
,Lough Atalia,1,cillian keane,Cillian Keane,FALSE,FF,43,running,1,22607,495,0,495,1674
,Lough Atalia,1,sean kyne,Seán Kyne,FALSE,FG,109,running,1,22607,495,0,495,1674
,Lough Atalia,1,mark lohan,Mark Lohan,FALSE,SF,31,running,1,22607,495,0,495,1674
,Lough Atalia,1,niall murphy,Niall Murphy,FALSE,GP,19,running,1,22607,495,0,495,1674
,Lough Atalia,1,mide nic fhionnlaoich,Míde Nic Fhionnlaoich,FALSE,SD,33,running,1,22607,495,0,495,1674
,Lough Atalia,1,orla nugent,Orla Nugent,FALSE,AON,18,running,1,22607,495,0,495,1674
,Lough Atalia,1,helen ogbu,Helen Ogbu,FALSE,LAB,95,running,1,22607,495,0,495,1674
,Lough Atalia,1,john oleary,John O'Leary,FALSE,IND,2,running,1,22607,495,0,495,1674
,Lough Atalia,1,denman rooke,Denman Rooke,FALSE,PBPS,1,running,1,22607,495,0,495,1674
,Lough Atalia,1,michael ryan,Michael Ryan,FALSE,IND,0,running,1,22607,495,0,495,1674
,Lough Atalia,1,noel thomas,Noel Thomas,FALSE,INDIRL,49,running,1,22607,495,0,495,1674
,Lough Atalia,1,thomas welby,Thomas Welby,FALSE,IND,16,running,1,22607,495,0,495,1674
TRUE,Maigh Cuillinn,1,neill bairead,Néill Bairéad,FALSE,IND,0,running,1,22607,2016,0,2016,3490
,Maigh Cuillinn,1,aj cahill,A.J. Cahill,FALSE,IPP,13,running,1,22607,2016,0,2016,3490
,Maigh Cuillinn,1,mike cubbard,Mike Cubbard,FALSE,IND,33,running,1,22607,2016,0,2016,3490
,Maigh Cuillinn,1,patrick feeney,Patrick Feeney,FALSE,IND,2,running,1,22607,2016,0,2016,3490
,Maigh Cuillinn,1,sheila garrity,Sheila Garrity,FALSE,IND,40,running,1,22607,2016,0,2016,3490
,Maigh Cuillinn,1,cillian keane,Cillian Keane,FALSE,FF,42,running,1,22607,2016,0,2016,3490
,Maigh Cuillinn,1,sean kyne,Seán Kyne,FALSE,FG,827,running,1,22607,2016,0,2016,3490
,Maigh Cuillinn,1,mark lohan,Mark Lohan,FALSE,SF,64,running,1,22607,2016,0,2016,3490
,Maigh Cuillinn,1,niall murphy,Niall Murphy,FALSE,GP,31,running,1,22607,2016,0,2016,3490
,Maigh Cuillinn,1,mide nic fhionnlaoich,Míde Nic Fhionnlaoich,FALSE,SD,123,running,1,22607,2016,0,2016,3490
,Maigh Cuillinn,1,orla nugent,Orla Nugent,FALSE,AON,29,running,1,22607,2016,0,2016,3490
,Maigh Cuillinn,1,helen ogbu,Helen Ogbu,FALSE,LAB,150,running,1,22607,2016,0,2016,3490
,Maigh Cuillinn,1,john oleary,John O'Leary,FALSE,IND,0,running,1,22607,2016,0,2016,3490
,Maigh Cuillinn,1,denman rooke,Denman Rooke,FALSE,PBPS,26,running,1,22607,2016,0,2016,3490
,Maigh Cuillinn,1,michael ryan,Michael Ryan,FALSE,IND,0,running,1,22607,2016,0,2016,3490
,Maigh Cuillinn,1,noel thomas,Noel Thomas,FALSE,INDIRL,544,running,1,22607,2016,0,2016,3490
,Maigh Cuillinn,1,thomas welby,Thomas Welby,FALSE,IND,92,running,1,22607,2016,0,2016,3490
TRUE,Maíros,1,neill bairead,Néill Bairéad,FALSE,IND,0,running,1,22607,73,0,73,141
,Maíros,1,aj cahill,A.J. Cahill,FALSE,IPP,1,running,1,22607,73,0,73,141
,Maíros,1,mike cubbard,Mike Cubbard,FALSE,IND,1.5,running,1,22607,73,0,73,141
,Maíros,1,patrick feeney,Patrick Feeney,FALSE,IND,0,running,1,22607,73,0,73,141
,Maíros,1,sheila garrity,Sheila Garrity,FALSE,IND,0,running,1,22607,73,0,73,141
,Maíros,1,cillian keane,Cillian Keane,FALSE,FF,3.5,running,1,22607,73,0,73,141
,Maíros,1,sean kyne,Seán Kyne,FALSE,FG,10.5,running,1,22607,73,0,73,141
,Maíros,1,mark lohan,Mark Lohan,FALSE,SF,1.5,running,1,22607,73,0,73,141
,Maíros,1,niall murphy,Niall Murphy,FALSE,GP,0,running,1,22607,73,0,73,141
,Maíros,1,mide nic fhionnlaoich,Míde Nic Fhionnlaoich,FALSE,SD,3.5,running,1,22607,73,0,73,141
,Maíros,1,orla nugent,Orla Nugent,FALSE,AON,0,running,1,22607,73,0,73,141
,Maíros,1,helen ogbu,Helen Ogbu,FALSE,LAB,4.5,running,1,22607,73,0,73,141
,Maíros,1,john oleary,John O'Leary,FALSE,IND,0.5,running,1,22607,73,0,73,141
,Maíros,1,denman rooke,Denman Rooke,FALSE,PBPS,1,running,1,22607,73,0,73,141
,Maíros,1,michael ryan,Michael Ryan,FALSE,IND,0.5,running,1,22607,73,0,73,141
,Maíros,1,noel thomas,Noel Thomas,FALSE,INDIRL,16,running,1,22607,73,0,73,141
,Maíros,1,thomas welby,Thomas Welby,FALSE,IND,29,running,1,22607,73,0,73,141
TRUE,Menlough,1,neill bairead,Néill Bairéad,FALSE,IND,9,running,1,22607,1308,0,1308,4015
,Menlough,1,aj cahill,A.J. Cahill,FALSE,IPP,33,running,1,22607,1308,0,1308,4015
,Menlough,1,mike cubbard,Mike Cubbard,FALSE,IND,211,running,1,22607,1308,0,1308,4015
,Menlough,1,patrick feeney,Patrick Feeney,FALSE,IND,2,running,1,22607,1308,0,1308,4015
,Menlough,1,sheila garrity,Sheila Garrity,FALSE,IND,45,running,1,22607,1308,0,1308,4015
,Menlough,1,cillian keane,Cillian Keane,FALSE,FF,49,running,1,22607,1308,0,1308,4015
,Menlough,1,sean kyne,Seán Kyne,FALSE,FG,190,running,1,22607,1308,0,1308,4015
,Menlough,1,mark lohan,Mark Lohan,FALSE,SF,172,running,1,22607,1308,0,1308,4015
,Menlough,1,niall murphy,Niall Murphy,FALSE,GP,45,running,1,22607,1308,0,1308,4015
,Menlough,1,mide nic fhionnlaoich,Míde Nic Fhionnlaoich,FALSE,SD,70,running,1,22607,1308,0,1308,4015
,Menlough,1,orla nugent,Orla Nugent,FALSE,AON,67,running,1,22607,1308,0,1308,4015
,Menlough,1,helen ogbu,Helen Ogbu,FALSE,LAB,182,running,1,22607,1308,0,1308,4015
,Menlough,1,john oleary,John O'Leary,FALSE,IND,0,running,1,22607,1308,0,1308,4015
,Menlough,1,denman rooke,Denman Rooke,FALSE,PBPS,17,running,1,22607,1308,0,1308,4015
,Menlough,1,michael ryan,Michael Ryan,FALSE,IND,0,running,1,22607,1308,0,1308,4015
,Menlough,1,noel thomas,Noel Thomas,FALSE,INDIRL,173,running,1,22607,1308,0,1308,4015
,Menlough,1,thomas welby,Thomas Welby,FALSE,IND,43,running,1,22607,1308,0,1308,4015
TRUE,Mervue,1,neill bairead,Néill Bairéad,FALSE,IND,2,running,1,22607,631,0,631,1355
,Mervue,1,aj cahill,A.J. Cahill,FALSE,IPP,13,running,1,22607,631,0,631,1355
,Mervue,1,mike cubbard,Mike Cubbard,FALSE,IND,92,running,1,22607,631,0,631,1355
,Mervue,1,patrick feeney,Patrick Feeney,FALSE,IND,1,running,1,22607,631,0,631,1355
,Mervue,1,sheila garrity,Sheila Garrity,FALSE,IND,11,running,1,22607,631,0,631,1355
,Mervue,1,cillian keane,Cillian Keane,FALSE,FF,27,running,1,22607,631,0,631,1355
,Mervue,1,sean kyne,Seán Kyne,FALSE,FG,53,running,1,22607,631,0,631,1355
,Mervue,1,mark lohan,Mark Lohan,FALSE,SF,75,running,1,22607,631,0,631,1355
,Mervue,1,niall murphy,Niall Murphy,FALSE,GP,6,running,1,22607,631,0,631,1355
,Mervue,1,mide nic fhionnlaoich,Míde Nic Fhionnlaoich,FALSE,SD,36,running,1,22607,631,0,631,1355
,Mervue,1,orla nugent,Orla Nugent,FALSE,AON,13,running,1,22607,631,0,631,1355
,Mervue,1,helen ogbu,Helen Ogbu,FALSE,LAB,110,running,1,22607,631,0,631,1355
,Mervue,1,john oleary,John O'Leary,FALSE,IND,1,running,1,22607,631,0,631,1355
,Mervue,1,denman rooke,Denman Rooke,FALSE,PBPS,10,running,1,22607,631,0,631,1355
,Mervue,1,michael ryan,Michael Ryan,FALSE,IND,5,running,1,22607,631,0,631,1355
,Mervue,1,noel thomas,Noel Thomas,FALSE,INDIRL,121,running,1,22607,631,0,631,1355
,Mervue,1,thomas welby,Thomas Welby,FALSE,IND,55,running,1,22607,631,0,631,1355
TRUE,Murroogh,1,neill bairead,Néill Bairéad,FALSE,IND,0,running,1,22607,598,0,598,1673
,Murroogh,1,aj cahill,A.J. Cahill,FALSE,IPP,6,running,1,22607,598,0,598,1673
,Murroogh,1,mike cubbard,Mike Cubbard,FALSE,IND,69,running,1,22607,598,0,598,1673
,Murroogh,1,patrick feeney,Patrick Feeney,FALSE,IND,0,running,1,22607,598,0,598,1673
,Murroogh,1,sheila garrity,Sheila Garrity,FALSE,IND,16,running,1,22607,598,0,598,1673
,Murroogh,1,cillian keane,Cillian Keane,FALSE,FF,62,running,1,22607,598,0,598,1673
,Murroogh,1,sean kyne,Seán Kyne,FALSE,FG,105,running,1,22607,598,0,598,1673
,Murroogh,1,mark lohan,Mark Lohan,FALSE,SF,33,running,1,22607,598,0,598,1673
,Murroogh,1,niall murphy,Niall Murphy,FALSE,GP,17,running,1,22607,598,0,598,1673
,Murroogh,1,mide nic fhionnlaoich,Míde Nic Fhionnlaoich,FALSE,SD,25,running,1,22607,598,0,598,1673
,Murroogh,1,orla nugent,Orla Nugent,FALSE,AON,10,running,1,22607,598,0,598,1673
,Murroogh,1,helen ogbu,Helen Ogbu,FALSE,LAB,112,running,1,22607,598,0,598,1673
,Murroogh,1,john oleary,John O'Leary,FALSE,IND,13,running,1,22607,598,0,598,1673
,Murroogh,1,denman rooke,Denman Rooke,FALSE,PBPS,3,running,1,22607,598,0,598,1673
,Murroogh,1,michael ryan,Michael Ryan,FALSE,IND,1,running,1,22607,598,0,598,1673
,Murroogh,1,noel thomas,Noel Thomas,FALSE,INDIRL,107,running,1,22607,598,0,598,1673
,Murroogh,1,thomas welby,Thomas Welby,FALSE,IND,19,running,1,22607,598,0,598,1673
TRUE,Na Forbacha,1,neill bairead,Néill Bairéad,FALSE,IND,2,running,1,22607,574,0,574,1308
,Na Forbacha,1,aj cahill,A.J. Cahill,FALSE,IPP,4,running,1,22607,574,0,574,1308
,Na Forbacha,1,mike cubbard,Mike Cubbard,FALSE,IND,20,running,1,22607,574,0,574,1308
,Na Forbacha,1,patrick feeney,Patrick Feeney,FALSE,IND,1,running,1,22607,574,0,574,1308
,Na Forbacha,1,sheila garrity,Sheila Garrity,FALSE,IND,14,running,1,22607,574,0,574,1308
,Na Forbacha,1,cillian keane,Cillian Keane,FALSE,FF,22,running,1,22607,574,0,574,1308
,Na Forbacha,1,sean kyne,Seán Kyne,FALSE,FG,145,running,1,22607,574,0,574,1308
,Na Forbacha,1,mark lohan,Mark Lohan,FALSE,SF,32,running,1,22607,574,0,574,1308
,Na Forbacha,1,niall murphy,Niall Murphy,FALSE,GP,13,running,1,22607,574,0,574,1308
,Na Forbacha,1,mide nic fhionnlaoich,Míde Nic Fhionnlaoich,FALSE,SD,59,running,1,22607,574,0,574,1308
,Na Forbacha,1,orla nugent,Orla Nugent,FALSE,AON,24,running,1,22607,574,0,574,1308
,Na Forbacha,1,helen ogbu,Helen Ogbu,FALSE,LAB,69,running,1,22607,574,0,574,1308
,Na Forbacha,1,john oleary,John O'Leary,FALSE,IND,1,running,1,22607,574,0,574,1308
,Na Forbacha,1,denman rooke,Denman Rooke,FALSE,PBPS,4,running,1,22607,574,0,574,1308
,Na Forbacha,1,michael ryan,Michael Ryan,FALSE,IND,0,running,1,22607,574,0,574,1308
,Na Forbacha,1,noel thomas,Noel Thomas,FALSE,INDIRL,126,running,1,22607,574,0,574,1308
,Na Forbacha,1,thomas welby,Thomas Welby,FALSE,IND,38,running,1,22607,574,0,574,1308
TRUE,Newcastle,1,neill bairead,Néill Bairéad,FALSE,IND,5,running,1,22607,551,0,551,1364
,Newcastle,1,aj cahill,A.J. Cahill,FALSE,IPP,4,running,1,22607,551,0,551,1364
,Newcastle,1,mike cubbard,Mike Cubbard,FALSE,IND,157,running,1,22607,551,0,551,1364
,Newcastle,1,patrick feeney,Patrick Feeney,FALSE,IND,0,running,1,22607,551,0,551,1364
,Newcastle,1,sheila garrity,Sheila Garrity,FALSE,IND,22,running,1,22607,551,0,551,1364
,Newcastle,1,cillian keane,Cillian Keane,FALSE,FF,15,running,1,22607,551,0,551,1364
,Newcastle,1,sean kyne,Seán Kyne,FALSE,FG,43,running,1,22607,551,0,551,1364
,Newcastle,1,mark lohan,Mark Lohan,FALSE,SF,73,running,1,22607,551,0,551,1364
,Newcastle,1,niall murphy,Niall Murphy,FALSE,GP,5,running,1,22607,551,0,551,1364
,Newcastle,1,mide nic fhionnlaoich,Míde Nic Fhionnlaoich,FALSE,SD,43,running,1,22607,551,0,551,1364
,Newcastle,1,orla nugent,Orla Nugent,FALSE,AON,20,running,1,22607,551,0,551,1364
,Newcastle,1,helen ogbu,Helen Ogbu,FALSE,LAB,63,running,1,22607,551,0,551,1364
,Newcastle,1,john oleary,John O'Leary,FALSE,IND,1,running,1,22607,551,0,551,1364
,Newcastle,1,denman rooke,Denman Rooke,FALSE,PBPS,2,running,1,22607,551,0,551,1364
,Newcastle,1,michael ryan,Michael Ryan,FALSE,IND,9,running,1,22607,551,0,551,1364
,Newcastle,1,noel thomas,Noel Thomas,FALSE,INDIRL,86,running,1,22607,551,0,551,1364
,Newcastle,1,thomas welby,Thomas Welby,FALSE,IND,3,running,1,22607,551,0,551,1364
TRUE,Nuns Island,1,neill bairead,Néill Bairéad,FALSE,IND,3,running,1,22607,407,0,407,1149
,Nuns Island,1,aj cahill,A.J. Cahill,FALSE,IPP,6,running,1,22607,407,0,407,1149
,Nuns Island,1,mike cubbard,Mike Cubbard,FALSE,IND,56,running,1,22607,407,0,407,1149
,Nuns Island,1,patrick feeney,Patrick Feeney,FALSE,IND,0,running,1,22607,407,0,407,1149
,Nuns Island,1,sheila garrity,Sheila Garrity,FALSE,IND,35,running,1,22607,407,0,407,1149
,Nuns Island,1,cillian keane,Cillian Keane,FALSE,FF,28,running,1,22607,407,0,407,1149
,Nuns Island,1,sean kyne,Seán Kyne,FALSE,FG,61,running,1,22607,407,0,407,1149
,Nuns Island,1,mark lohan,Mark Lohan,FALSE,SF,20,running,1,22607,407,0,407,1149
,Nuns Island,1,niall murphy,Niall Murphy,FALSE,GP,16,running,1,22607,407,0,407,1149
,Nuns Island,1,mide nic fhionnlaoich,Míde Nic Fhionnlaoich,FALSE,SD,36,running,1,22607,407,0,407,1149
,Nuns Island,1,orla nugent,Orla Nugent,FALSE,AON,25,running,1,22607,407,0,407,1149
,Nuns Island,1,helen ogbu,Helen Ogbu,FALSE,LAB,84,running,1,22607,407,0,407,1149
,Nuns Island,1,john oleary,John O'Leary,FALSE,IND,0,running,1,22607,407,0,407,1149
,Nuns Island,1,denman rooke,Denman Rooke,FALSE,PBPS,13,running,1,22607,407,0,407,1149
,Nuns Island,1,michael ryan,Michael Ryan,FALSE,IND,1,running,1,22607,407,0,407,1149
,Nuns Island,1,noel thomas,Noel Thomas,FALSE,INDIRL,22,running,1,22607,407,0,407,1149
,Nuns Island,1,thomas welby,Thomas Welby,FALSE,IND,1,running,1,22607,407,0,407,1149
TRUE,Oranmore,1,neill bairead,Néill Bairéad,FALSE,IND,0,running,1,22607,1363,0,1363,2836
,Oranmore,1,aj cahill,A.J. Cahill,FALSE,IPP,27,running,1,22607,1363,0,1363,2836
,Oranmore,1,mike cubbard,Mike Cubbard,FALSE,IND,53,running,1,22607,1363,0,1363,2836
,Oranmore,1,patrick feeney,Patrick Feeney,FALSE,IND,2,running,1,22607,1363,0,1363,2836
,Oranmore,1,sheila garrity,Sheila Garrity,FALSE,IND,34,running,1,22607,1363,0,1363,2836
,Oranmore,1,cillian keane,Cillian Keane,FALSE,FF,527,running,1,22607,1363,0,1363,2836
,Oranmore,1,sean kyne,Seán Kyne,FALSE,FG,222,running,1,22607,1363,0,1363,2836
,Oranmore,1,mark lohan,Mark Lohan,FALSE,SF,56,running,1,22607,1363,0,1363,2836
,Oranmore,1,niall murphy,Niall Murphy,FALSE,GP,22,running,1,22607,1363,0,1363,2836
,Oranmore,1,mide nic fhionnlaoich,Míde Nic Fhionnlaoich,FALSE,SD,75,running,1,22607,1363,0,1363,2836
,Oranmore,1,orla nugent,Orla Nugent,FALSE,AON,42,running,1,22607,1363,0,1363,2836
,Oranmore,1,helen ogbu,Helen Ogbu,FALSE,LAB,126,running,1,22607,1363,0,1363,2836
,Oranmore,1,john oleary,John O'Leary,FALSE,IND,0,running,1,22607,1363,0,1363,2836
,Oranmore,1,denman rooke,Denman Rooke,FALSE,PBPS,8,running,1,22607,1363,0,1363,2836
,Oranmore,1,michael ryan,Michael Ryan,FALSE,IND,0,running,1,22607,1363,0,1363,2836
,Oranmore,1,noel thomas,Noel Thomas,FALSE,INDIRL,143,running,1,22607,1363,0,1363,2836
,Oranmore,1,thomas welby,Thomas Welby,FALSE,IND,26,running,1,22607,1363,0,1363,2836
TRUE,Oughterard,1,neill bairead,Néill Bairéad,FALSE,IND,0,running,1,22607,1080,0,1080,1839
,Oughterard,1,aj cahill,A.J. Cahill,FALSE,IPP,8,running,1,22607,1080,0,1080,1839
,Oughterard,1,mike cubbard,Mike Cubbard,FALSE,IND,3,running,1,22607,1080,0,1080,1839
,Oughterard,1,patrick feeney,Patrick Feeney,FALSE,IND,1,running,1,22607,1080,0,1080,1839
,Oughterard,1,sheila garrity,Sheila Garrity,FALSE,IND,16,running,1,22607,1080,0,1080,1839
,Oughterard,1,cillian keane,Cillian Keane,FALSE,FF,16,running,1,22607,1080,0,1080,1839
,Oughterard,1,sean kyne,Seán Kyne,FALSE,FG,140,running,1,22607,1080,0,1080,1839
,Oughterard,1,mark lohan,Mark Lohan,FALSE,SF,30,running,1,22607,1080,0,1080,1839
,Oughterard,1,niall murphy,Niall Murphy,FALSE,GP,10,running,1,22607,1080,0,1080,1839
,Oughterard,1,mide nic fhionnlaoich,Míde Nic Fhionnlaoich,FALSE,SD,40,running,1,22607,1080,0,1080,1839
,Oughterard,1,orla nugent,Orla Nugent,FALSE,AON,7,running,1,22607,1080,0,1080,1839
,Oughterard,1,helen ogbu,Helen Ogbu,FALSE,LAB,57,running,1,22607,1080,0,1080,1839
,Oughterard,1,john oleary,John O'Leary,FALSE,IND,0,running,1,22607,1080,0,1080,1839
,Oughterard,1,denman rooke,Denman Rooke,FALSE,PBPS,8,running,1,22607,1080,0,1080,1839
,Oughterard,1,michael ryan,Michael Ryan,FALSE,IND,0,running,1,22607,1080,0,1080,1839
,Oughterard,1,noel thomas,Noel Thomas,FALSE,INDIRL,340,running,1,22607,1080,0,1080,1839
,Oughterard,1,thomas welby,Thomas Welby,FALSE,IND,404,running,1,22607,1080,0,1080,1839
TRUE,Rahoon,1,neill bairead,Néill Bairéad,FALSE,IND,0,running,1,22607,994,0,994,2451
,Rahoon,1,aj cahill,A.J. Cahill,FALSE,IPP,21,running,1,22607,994,0,994,2451
,Rahoon,1,mike cubbard,Mike Cubbard,FALSE,IND,138,running,1,22607,994,0,994,2451
,Rahoon,1,patrick feeney,Patrick Feeney,FALSE,IND,1,running,1,22607,994,0,994,2451
,Rahoon,1,sheila garrity,Sheila Garrity,FALSE,IND,39,running,1,22607,994,0,994,2451
,Rahoon,1,cillian keane,Cillian Keane,FALSE,FF,50,running,1,22607,994,0,994,2451
,Rahoon,1,sean kyne,Seán Kyne,FALSE,FG,219,running,1,22607,994,0,994,2451
,Rahoon,1,mark lohan,Mark Lohan,FALSE,SF,68,running,1,22607,994,0,994,2451
,Rahoon,1,niall murphy,Niall Murphy,FALSE,GP,26,running,1,22607,994,0,994,2451
,Rahoon,1,mide nic fhionnlaoich,Míde Nic Fhionnlaoich,FALSE,SD,76,running,1,22607,994,0,994,2451
,Rahoon,1,orla nugent,Orla Nugent,FALSE,AON,22,running,1,22607,994,0,994,2451
,Rahoon,1,helen ogbu,Helen Ogbu,FALSE,LAB,142,running,1,22607,994,0,994,2451
,Rahoon,1,john oleary,John O'Leary,FALSE,IND,0,running,1,22607,994,0,994,2451
,Rahoon,1,denman rooke,Denman Rooke,FALSE,PBPS,10,running,1,22607,994,0,994,2451
,Rahoon,1,michael ryan,Michael Ryan,FALSE,IND,11,running,1,22607,994,0,994,2451
,Rahoon,1,noel thomas,Noel Thomas,FALSE,INDIRL,128,running,1,22607,994,0,994,2451
,Rahoon,1,thomas welby,Thomas Welby,FALSE,IND,43,running,1,22607,994,0,994,2451
TRUE,Renmore,1,neill bairead,Néill Bairéad,FALSE,IND,1,running,1,22607,490,0,490,1474
,Renmore,1,aj cahill,A.J. Cahill,FALSE,IPP,6,running,1,22607,490,0,490,1474
